Word,Document Frequency,Postings
electron,6,"[{'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 6420', 'doc_id': 169, 'term_frequency': 2}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}, {'course_id': 'CSI 5389', 'doc_id': 649, 'term_frequency': 1}, {'course_id': 'CSI 5904', 'doc_id': 654, 'term_frequency': 1}]"
element,17,"[{'course_id': 'ADM 3305', 'doc_id': 22, 'term_frequency': 1}, {'course_id': 'ADM 3316', 'doc_id': 25, 'term_frequency': 1}, {'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 4336', 'doc_id': 69, 'term_frequency': 1}, {'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 1}, {'course_id': 'ADM 4379', 'doc_id': 91, 'term_frequency': 1}, {'course_id': 'ADM 6350', 'doc_id': 149, 'term_frequency': 1}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}, {'course_id': 'ADM 6383', 'doc_id': 164, 'term_frequency': 1}, {'course_id': 'PSY 2301', 'doc_id': 179, 'term_frequency': 1}, {'course_id': 'MAT 1362', 'doc_id': 371, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 1}, {'course_id': 'CSI 4133', 'doc_id': 582, 'term_frequency': 1}, {'course_id': 'CSI 4141', 'doc_id': 586, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 2}, {'course_id': 'CSI 9998', 'doc_id': 666, 'term_frequency': 1}]"
elementari,9,"[{'course_id': 'MAT 1300', 'doc_id': 358, 'term_frequency': 1}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 1}, {'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 1}, {'course_id': 'MAT 1371', 'doc_id': 372, 'term_frequency': 1}, {'course_id': 'MAT 1374', 'doc_id': 375, 'term_frequency': 1}, {'course_id': 'MAT 1395', 'doc_id': 376, 'term_frequency': 1}, {'course_id': 'MAT 3155', 'doc_id': 399, 'term_frequency': 1}, {'course_id': 'MAT 4130', 'doc_id': 417, 'term_frequency': 1}, {'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 1}]"
elev,1,"[{'course_id': 'CSI 5124', 'doc_id': 605, 'term_frequency': 1}]"
elg,3,"[{'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 2}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5169', 'doc_id': 635, 'term_frequency': 1}]"
elimin,3,"[{'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'MAT 5161', 'doc_id': 477, 'term_frequency': 1}, {'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 1}]"
ellipt,4,"[{'course_id': 'MAT 4130', 'doc_id': 417, 'term_frequency': 1}, {'course_id': 'MAT 5160', 'doc_id': 476, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 1}, {'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}]"
em,1,"[{'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 1}]"
embed,1,"[{'course_id': 'CSI 2132', 'doc_id': 559, 'term_frequency': 1}]"
embedded,1,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}]"
emd,1,"[{'course_id': 'CSI 5121', 'doc_id': 603, 'term_frequency': 1}]"
emerg,8,"[{'course_id': 'ADM 3378', 'doc_id': 47, 'term_frequency': 2}, {'course_id': 'ADM 4312', 'doc_id': 58, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4336', 'doc_id': 69, 'term_frequency': 1}, {'course_id': 'ADM 4342', 'doc_id': 75, 'term_frequency': 1}, {'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 1}, {'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 1}, {'course_id': 'CSI 5112', 'doc_id': 598, 'term_frequency': 1}]"
emot,6,"[{'course_id': 'PSY 1101', 'doc_id': 171, 'term_frequency': 1}, {'course_id': 'PSY 2105', 'doc_id': 173, 'term_frequency': 1}, {'course_id': 'PSY 3105', 'doc_id': 184, 'term_frequency': 1}, {'course_id': 'PSY 3109', 'doc_id': 186, 'term_frequency': 1}, {'course_id': 'PSY 5114', 'doc_id': 235, 'term_frequency': 1}]"
emphas,4,"[{'course_id': 'ADM 3317', 'doc_id': 26, 'term_frequency': 1}, {'course_id': 'ADM 4345', 'doc_id': 77, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}]"
emphasi,27,"[{'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 1}, {'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 2304', 'doc_id': 8, 'term_frequency': 1}, {'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 2381', 'doc_id': 18, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}, {'course_id': 'ADM 4317', 'doc_id': 61, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 1}, {'course_id': 'ADM 6315', 'doc_id': 130, 'term_frequency': 1}, {'course_id': 'ADM 6319', 'doc_id': 132, 'term_frequency': 1}, {'course_id': 'PSY 7104', 'doc_id': 338, 'term_frequency': 1}, {'course_id': 'PSY 7904', 'doc_id': 350, 'term_frequency': 1}, {'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 1}, {'course_id': 'MAT 2377', 'doc_id': 389, 'term_frequency': 1}, {'course_id': 'MAT 4124', 'doc_id': 414, 'term_frequency': 1}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}, {'course_id': 'CSI 5100', 'doc_id': 591, 'term_frequency': 1}, {'course_id': 'CSI 5101', 'doc_id': 592, 'term_frequency': 1}, {'course_id': 'CSI 5113', 'doc_id': 599, 'term_frequency': 1}, {'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}, {'course_id': 'CSI 5166', 'doc_id': 632, 'term_frequency': 1}, {'course_id': 'CSI 5167', 'doc_id': 633, 'term_frequency': 1}, {'course_id': 'CSI 5386', 'doc_id': 647, 'term_frequency': 1}]"
emphasis,1,"[{'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 1}]"
empir,13,"[{'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'PSY 2105', 'doc_id': 173, 'term_frequency': 1}, {'course_id': 'PSY 3174', 'doc_id': 199, 'term_frequency': 1}, {'course_id': 'PSY 5102', 'doc_id': 229, 'term_frequency': 1}, {'course_id': 'PSY 6103', 'doc_id': 267, 'term_frequency': 1}, {'course_id': 'PSY 6123', 'doc_id': 279, 'term_frequency': 1}, {'course_id': 'PSY 6923', 'doc_id': 314, 'term_frequency': 1}, {'course_id': 'PSY 7107', 'doc_id': 341, 'term_frequency': 1}, {'course_id': 'PSY 7109', 'doc_id': 343, 'term_frequency': 1}, {'course_id': 'PSY 7907', 'doc_id': 353, 'term_frequency': 1}, {'course_id': 'PSY 7909', 'doc_id': 355, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'CSI 5136', 'doc_id': 613, 'term_frequency': 1}]"
employ,8,"[{'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 1}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 1}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}, {'course_id': 'ADM 6343', 'doc_id': 147, 'term_frequency': 1}, {'course_id': 'PSY 2174', 'doc_id': 178, 'term_frequency': 1}, {'course_id': 'CSI 5903', 'doc_id': 653, 'term_frequency': 1}]"
employe,4,"[{'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 1}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 1}]"
en,3,"[{'course_id': 'PSY 5824', 'doc_id': 252, 'term_frequency': 3}, {'course_id': 'PSY 6042', 'doc_id': 265, 'term_frequency': 2}]"
enabl,4,"[{'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'PSY 7104', 'doc_id': 338, 'term_frequency': 1}, {'course_id': 'PSY 7904', 'doc_id': 350, 'term_frequency': 1}]"
encod,1,"[{'course_id': 'MAT 2362', 'doc_id': 386, 'term_frequency': 1}]"
encompass,1,"[{'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 1}]"
encourag,3,"[{'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 1}, {'course_id': 'MAT 5992', 'doc_id': 533, 'term_frequency': 1}]"
encrypt,3,"[{'course_id': 'CSI 4108', 'doc_id': 574, 'term_frequency': 1}, {'course_id': 'CSI 4139', 'doc_id': 584, 'term_frequency': 1}]"
end,7,"[{'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 1}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'ADM 6362', 'doc_id': 155, 'term_frequency': 1}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 1}, {'course_id': 'PSY 6931', 'doc_id': 317, 'term_frequency': 1}, {'course_id': 'CSI 4900', 'doc_id': 590, 'term_frequency': 1}]"
endeavor,1,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}]"
energi,2,"[{'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6381', 'doc_id': 162, 'term_frequency': 1}]"
engag,1,"[{'course_id': 'ADM 4341', 'doc_id': 74, 'term_frequency': 1}]"
engin,13,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'MAT 2377', 'doc_id': 389, 'term_frequency': 1}, {'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 4107', 'doc_id': 573, 'term_frequency': 1}, {'course_id': 'CSI 5111', 'doc_id': 597, 'term_frequency': 1}, {'course_id': 'CSI 5112', 'doc_id': 598, 'term_frequency': 2}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5122', 'doc_id': 604, 'term_frequency': 2}, {'course_id': 'CSI 5137', 'doc_id': 614, 'term_frequency': 1}, {'course_id': 'CSI 5314', 'doc_id': 645, 'term_frequency': 1}, {'course_id': 'CSI 5389', 'doc_id': 649, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
enhanc,4,"[{'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 4350', 'doc_id': 81, 'term_frequency': 1}, {'course_id': 'PSY 5133', 'doc_id': 239, 'term_frequency': 1}, {'course_id': 'CSI 4133', 'doc_id': 582, 'term_frequency': 1}]"
enrol,1,"[{'course_id': 'PSY 4276', 'doc_id': 219, 'term_frequency': 3}]"
enseign,1,"[{'course_id': 'MAT 9904', 'doc_id': 542, 'term_frequency': 3}, {'course_id': 'MAT 9904', 'doc_id': 542, 'term_frequency': 1}]"
entangl,1,"[{'course_id': 'MAT 5341', 'doc_id': 527, 'term_frequency': 1}, {'course_id': 'MAT 5341', 'doc_id': 527, 'term_frequency': 1}]"
enterpris,9,"[{'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 1}, {'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 1}, {'course_id': 'ADM 4317', 'doc_id': 61, 'term_frequency': 1}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 2}, {'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 2}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6365', 'doc_id': 156, 'term_frequency': 2}, {'course_id': 'PSY 6170', 'doc_id': 299, 'term_frequency': 1}]"
entiti,3,"[{'course_id': 'CSI 2132', 'doc_id': 559, 'term_frequency': 1}, {'course_id': 'CSI 5152', 'doc_id': 624, 'term_frequency': 1}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}]"
entrepreneur,3,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}, {'course_id': 'ADM 3317', 'doc_id': 26, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}]"
entrepreneuri,2,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 3}]"
entrepreneurship,4,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 3}, {'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 1}, {'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 3}, {'course_id': 'ADM 4317', 'doc_id': 61, 'term_frequency': 1}]"
entri,3,"[{'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'ADM 6331', 'doc_id': 141, 'term_frequency': 1}, {'course_id': 'ADM 6395', 'doc_id': 167, 'term_frequency': 1}]"
entropi,1,"[{'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}]"
enumer,3,"[{'course_id': 'CSI 3104', 'doc_id': 562, 'term_frequency': 1}, {'course_id': 'CSI 4101', 'doc_id': 568, 'term_frequency': 1}, {'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 1}]"
envelop,1,"[{'course_id': 'MAT 4372', 'doc_id': 438, 'term_frequency': 1}]"
environ,23,"[{'course_id': 'ADM 1101', 'doc_id': 1, 'term_frequency': 1}, {'course_id': 'ADM 1301', 'doc_id': 3, 'term_frequency': 1}, {'course_id': 'ADM 2350', 'doc_id': 15, 'term_frequency': 1}, {'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 3358', 'doc_id': 44, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 1}, {'course_id': 'ADM 4345', 'doc_id': 77, 'term_frequency': 1}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 1}, {'course_id': 'ADM 5342', 'doc_id': 108, 'term_frequency': 1}, {'course_id': 'ADM 5350', 'doc_id': 109, 'term_frequency': 1}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'ADM 6330', 'doc_id': 140, 'term_frequency': 1}, {'course_id': 'ADM 6340', 'doc_id': 145, 'term_frequency': 1}, {'course_id': 'ADM 6354', 'doc_id': 152, 'term_frequency': 1}, {'course_id': 'PSY 1102', 'doc_id': 172, 'term_frequency': 1}, {'course_id': 'PSY 3124', 'doc_id': 190, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}, {'course_id': 'CSI 5390', 'doc_id': 650, 'term_frequency': 1}]"
environment,3,"[{'course_id': 'ADM 2320', 'doc_id': 10, 'term_frequency': 1}, {'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 5360', 'doc_id': 112, 'term_frequency': 1}]"
epidemiolog,3,"[{'course_id': 'PSY 3306', 'doc_id': 202, 'term_frequency': 1}, {'course_id': 'PSY 6182', 'doc_id': 301, 'term_frequency': 1}, {'course_id': 'PSY 6982', 'doc_id': 331, 'term_frequency': 1}]"
episod,2,"[{'course_id': 'PSY 6167', 'doc_id': 297, 'term_frequency': 3}, {'course_id': 'PSY 6963', 'doc_id': 328, 'term_frequency': 1}]"
epistemolog,2,"[{'course_id': 'PSY 6166', 'doc_id': 294, 'term_frequency': 1}, {'course_id': 'PSY 6962', 'doc_id': 327, 'term_frequency': 1}]"
eq,1,"[{'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}]"
equat,22,"[{'course_id': 'PSY 7101', 'doc_id': 335, 'term_frequency': 1}, {'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 1303', 'doc_id': 360, 'term_frequency': 2}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1322', 'doc_id': 364, 'term_frequency': 2}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 5}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 2}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 2}, {'course_id': 'MAT 2324', 'doc_id': 382, 'term_frequency': 3}, {'course_id': 'MAT 2384', 'doc_id': 391, 'term_frequency': 4}, {'course_id': 'MAT 3130', 'doc_id': 396, 'term_frequency': 1}, {'course_id': 'MAT 3166', 'doc_id': 400, 'term_frequency': 1}, {'course_id': 'MAT 3320', 'doc_id': 402, 'term_frequency': 2}, {'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 2}, {'course_id': 'MAT 3395', 'doc_id': 413, 'term_frequency': 1}, {'course_id': 'MAT 4130', 'doc_id': 417, 'term_frequency': 4}, {'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 1}, {'course_id': 'MAT 5133', 'doc_id': 460, 'term_frequency': 4}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 1}, {'course_id': 'MAT 5180', 'doc_id': 493, 'term_frequency': 3}, {'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 2}, {'course_id': 'CSI 5146', 'doc_id': 619, 'term_frequency': 1}]"
equilibria,2,"[{'course_id': 'MAT 3130', 'doc_id': 396, 'term_frequency': 1}, {'course_id': 'MAT 5131', 'doc_id': 459, 'term_frequency': 1}]"
equilibrium,2,"[{'course_id': 'MAT 1330', 'doc_id': 366, 'term_frequency': 1}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 1}]"
equip,2,"[{'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 1}, {'course_id': 'CSI 5131', 'doc_id': 610, 'term_frequency': 1}]"
equit,1,"[{'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}]"
equiti,8,"[{'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 3337', 'doc_id': 35, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 2}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 2}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 2}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 3}, {'course_id': 'ADM 6353', 'doc_id': 151, 'term_frequency': 1}]"
